"Series";"Time";"Value"
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:00:00+00:00";27.324049824244067
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:01:00+00:00";27.308340068546578
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:02:00+00:00";27.326913328475307
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:03:00+00:00";27.328287324136156
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:04:00+00:00";27.293998228883115
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:05:00+00:00";27.28911628854833
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:06:00+00:00";27.29098273398143
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:07:00+00:00";27.281492436518665
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:08:00+00:00";27.28403372052855
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:09:00+00:00";27.290557160104175
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:10:00+00:00";27.305841341924413
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:11:00+00:00";27.30399313537177
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:12:00+00:00";27.318985495104744
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:13:00+00:00";27.308036087205682
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:14:00+00:00";27.282149036215
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:15:00+00:00";27.28973033085694
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:16:00+00:00";27.28894605899743
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:17:00+00:00";27.277036070061133
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:18:00+00:00";27.277881138188825
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:19:00+00:00";27.27662873506433
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:20:00+00:00";27.30127554218416
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:21:00+00:00";27.309154738540176
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:22:00+00:00";27.301232984796435
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:23:00+00:00";27.2949101729058
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:24:00+00:00";27.28214295658818
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:25:00+00:00";27.26876777758877
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:26:00+00:00";27.277613634608834
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:27:00+00:00";27.270153932503252
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:28:00+00:00";27.28293938770133
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:29:00+00:00";27.27648890364752
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:30:00+00:00";27.311738579937792
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:31:00+00:00";27.292599914714994
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:32:00+00:00";27.287043135803422
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:33:00+00:00";27.289158845936054
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:34:00+00:00";27.268099018638797
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:35:00+00:00";27.276537540662066
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:36:00+00:00";27.259915840941886
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:37:00+00:00";27.282446937929077
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:38:00+00:00";27.268931927512853
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:39:00+00:00";27.262305134281327
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:40:00+00:00";27.29768248273477
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:41:00+00:00";27.290818584057345
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:42:00+00:00";27.289225721831052
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:43:00+00:00";27.302023336282762
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:44:00+00:00";27.28652028789708
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:45:00+00:00";27.261174323693194
"ipl-jenkins.rd5.prod: usage";"2021-10-23T00:46:00+00:00";27.289341234740593
