"Series";"Time";"Value"
"ipl-web018.rd5.prod: usage";"2021-07-01T00:00:00+00:00";11.69516452318851
"ipl-web018.rd5.prod: usage";"2021-07-01T00:01:00+00:00";11.490362187350001
"ipl-web018.rd5.prod: usage";"2021-07-01T00:02:00+00:00";11.612297021191921
"ipl-web018.rd5.prod: usage";"2021-07-01T00:03:00+00:00";11.22082894646114
"ipl-web018.rd5.prod: usage";"2021-07-01T00:04:00+00:00";11.267988379446578
"ipl-web018.rd5.prod: usage";"2021-07-01T00:05:00+00:00";11.488139377809361
"ipl-web018.rd5.prod: usage";"2021-07-01T00:06:00+00:00";11.290393272209073
"ipl-web018.rd5.prod: usage";"2021-07-01T00:07:00+00:00";11.585579108104668
"ipl-web018.rd5.prod: usage";"2021-07-01T00:08:00+00:00";11.053776105522246
"ipl-web018.rd5.prod: usage";"2021-07-01T00:09:00+00:00";11.356238413564753
"ipl-web018.rd5.prod: usage";"2021-07-01T00:10:00+00:00";11.514975531905222
"ipl-web018.rd5.prod: usage";"2021-07-01T00:11:00+00:00";11.651026975738048
"ipl-web018.rd5.prod: usage";"2021-07-01T00:12:00+00:00";11.749103807907773
"ipl-web018.rd5.prod: usage";"2021-07-01T00:13:00+00:00";11.19592135164315
"ipl-web018.rd5.prod: usage";"2021-07-01T00:14:00+00:00";11.1533856261442
"ipl-web018.rd5.prod: usage";"2021-07-01T00:15:00+00:00";11.610043840424296
"ipl-web018.rd5.prod: usage";"2021-07-01T00:16:00+00:00";11.472180439144807
"ipl-web018.rd5.prod: usage";"2021-07-01T00:17:00+00:00";11.690233915231175
"ipl-web018.rd5.prod: usage";"2021-07-01T00:18:00+00:00";11.915759516692844
"ipl-web018.rd5.prod: usage";"2021-07-01T00:19:00+00:00";11.704523691174927
"ipl-web018.rd5.prod: usage";"2021-07-01T00:20:00+00:00";11.87617645256924
"ipl-web018.rd5.prod: usage";"2021-07-01T00:21:00+00:00";11.874418378498788
"ipl-web018.rd5.prod: usage";"2021-07-01T00:22:00+00:00";11.857625999965094
"ipl-web018.rd5.prod: usage";"2021-07-01T00:23:00+00:00";11.654128472288733
"ipl-web018.rd5.prod: usage";"2021-07-01T00:24:00+00:00";11.581861385443574
"ipl-web018.rd5.prod: usage";"2021-07-01T00:25:00+00:00";11.375681597956515
"ipl-web018.rd5.prod: usage";"2021-07-01T00:26:00+00:00";11.768254714440715
"ipl-web018.rd5.prod: usage";"2021-07-01T00:27:00+00:00";11.542095389390141
"ipl-web018.rd5.prod: usage";"2021-07-01T00:28:00+00:00";12.012377062241995
"ipl-web018.rd5.prod: usage";"2021-07-01T00:29:00+00:00";11.87279985594455
"ipl-web018.rd5.prod: usage";"2021-07-01T00:30:00+00:00";12.115402839092994
"ipl-web018.rd5.prod: usage";"2021-07-01T00:31:00+00:00";12.091525030573194
"ipl-web018.rd5.prod: usage";"2021-07-01T00:32:00+00:00";12.204112447288438
"ipl-web018.rd5.prod: usage";"2021-07-01T00:33:00+00:00";11.818165923534053
"ipl-web018.rd5.prod: usage";"2021-07-01T00:34:00+00:00";12.321472304131973
"ipl-web018.rd5.prod: usage";"2021-07-01T00:35:00+00:00";11.948634843856496
"ipl-web018.rd5.prod: usage";"2021-07-01T00:36:00+00:00";12.282651913431252
"ipl-web018.rd5.prod: usage";"2021-07-01T00:37:00+00:00";11.846628520216413
"ipl-web018.rd5.prod: usage";"2021-07-01T00:38:00+00:00";11.998025184906368
"ipl-web018.rd5.prod: usage";"2021-07-01T00:39:00+00:00";11.664124020741212
"ipl-web018.rd5.prod: usage";"2021-07-01T00:40:00+00:00";12.204629435580145
"ipl-web018.rd5.prod: usage";"2021-07-01T00:41:00+00:00";11.884831338390015
"ipl-web018.rd5.prod: usage";"2021-07-01T00:42:00+00:00";11.815719506765348
"ipl-web018.rd5.prod: usage";"2021-07-01T00:43:00+00:00";11.834681709070267
"ipl-web018.rd5.prod: usage";"2021-07-01T00:44:00+00:00";12.193904338045058
"ipl-web018.rd5.prod: usage";"2021-07-01T00:45:00+00:00";11.993781921468042
"ipl-web018.rd5.prod: usage";"2021-07-01T00:46:00+00:00";12.225876474404075
"ipl-web018.rd5.prod: usage";"2021-07-01T00:47:00+00:00";12.228691697124233
