"Series";"Time";"Value"
"ipl-web018.rd5.prod: usage";"2021-05-13T00:00:00+00:00";10.68687341668029
"ipl-web018.rd5.prod: usage";"2021-05-13T00:01:00+00:00";10.617900272676463
"ipl-web018.rd5.prod: usage";"2021-05-13T00:02:00+00:00";10.600512596003838
"ipl-web018.rd5.prod: usage";"2021-05-13T00:03:00+00:00";10.684016001283041
"ipl-web018.rd5.prod: usage";"2021-05-13T00:04:00+00:00";10.615413713320134
"ipl-web018.rd5.prod: usage";"2021-05-13T00:05:00+00:00";10.696643345495993
"ipl-web018.rd5.prod: usage";"2021-05-13T00:06:00+00:00";10.715119271862465
"ipl-web018.rd5.prod: usage";"2021-05-13T00:07:00+00:00";10.59573402472248
"ipl-web018.rd5.prod: usage";"2021-05-13T00:08:00+00:00";10.587842694540289
"ipl-web018.rd5.prod: usage";"2021-05-13T00:09:00+00:00";10.607960114858372
"ipl-web018.rd5.prod: usage";"2021-05-13T00:10:00+00:00";10.641221646003805
"ipl-web018.rd5.prod: usage";"2021-05-13T00:11:00+00:00";10.760029330457112
"ipl-web018.rd5.prod: usage";"2021-05-13T00:12:00+00:00";10.811402011535325
"ipl-web018.rd5.prod: usage";"2021-05-13T00:13:00+00:00";10.67732843333203
"ipl-web018.rd5.prod: usage";"2021-05-13T00:14:00+00:00";10.642097109444665
"ipl-web018.rd5.prod: usage";"2021-05-13T00:15:00+00:00";10.851424065918506
"ipl-web018.rd5.prod: usage";"2021-05-13T00:16:00+00:00";10.737066653956234
"ipl-web018.rd5.prod: usage";"2021-05-13T00:17:00+00:00";10.614209951088952
"ipl-web018.rd5.prod: usage";"2021-05-13T00:18:00+00:00";10.669090565537832
"ipl-web018.rd5.prod: usage";"2021-05-13T00:19:00+00:00";10.619639040343726
"ipl-web018.rd5.prod: usage";"2021-05-13T00:20:00+00:00";10.630795119607457
"ipl-web018.rd5.prod: usage";"2021-05-13T00:21:00+00:00";10.680514147519602
"ipl-web018.rd5.prod: usage";"2021-05-13T00:22:00+00:00";10.68095795884726
"ipl-web018.rd5.prod: usage";"2021-05-13T00:23:00+00:00";10.690034812438949
"ipl-web018.rd5.prod: usage";"2021-05-13T00:24:00+00:00";10.723600323945792
"ipl-web018.rd5.prod: usage";"2021-05-13T00:25:00+00:00";10.662117256047097
"ipl-web018.rd5.prod: usage";"2021-05-13T00:26:00+00:00";10.657575789447638
