"Series";"Time";"Value"
"ipl-web018.rd5.prod: usage";"2021-08-03T00:00:00+00:00";11.66832265034884
"ipl-web018.rd5.prod: usage";"2021-08-03T00:01:00+00:00";11.648193070816298
"ipl-web018.rd5.prod: usage";"2021-08-03T00:02:00+00:00";11.66095416638827
"ipl-web018.rd5.prod: usage";"2021-08-03T00:03:00+00:00";11.653020278955482
"ipl-web018.rd5.prod: usage";"2021-08-03T00:04:00+00:00";11.636252722220132
"ipl-web018.rd5.prod: usage";"2021-08-03T00:05:00+00:00";11.676110627208152
"ipl-web018.rd5.prod: usage";"2021-08-03T00:06:00+00:00";11.65151253636289
"ipl-web018.rd5.prod: usage";"2021-08-03T00:07:00+00:00";11.63982145166308
"ipl-web018.rd5.prod: usage";"2021-08-03T00:08:00+00:00";11.64163317461708
"ipl-web018.rd5.prod: usage";"2021-08-03T00:09:00+00:00";11.657288163229673
"ipl-web018.rd5.prod: usage";"2021-08-03T00:10:00+00:00";11.636508065723715
"ipl-web018.rd5.prod: usage";"2021-08-03T00:11:00+00:00";11.6922094271484
"ipl-web018.rd5.prod: usage";"2021-08-03T00:12:00+00:00";11.688093533054916
"ipl-web018.rd5.prod: usage";"2021-08-03T00:13:00+00:00";11.681752502715913
"ipl-web018.rd5.prod: usage";"2021-08-03T00:14:00+00:00";11.729890832748728
"ipl-web018.rd5.prod: usage";"2021-08-03T00:15:00+00:00";11.68085272084614
"ipl-web018.rd5.prod: usage";"2021-08-03T00:16:00+00:00";11.710399611975149
"ipl-web018.rd5.prod: usage";"2021-08-03T00:17:00+00:00";11.716698085063554
"ipl-web018.rd5.prod: usage";"2021-08-03T00:18:00+00:00";11.681077666313584
"ipl-web018.rd5.prod: usage";"2021-08-03T00:19:00+00:00";11.722534508002617
"ipl-web018.rd5.prod: usage";"2021-08-03T00:20:00+00:00";11.759018230978992
"ipl-web018.rd5.prod: usage";"2021-08-03T00:21:00+00:00";11.702423167291762
"ipl-web018.rd5.prod: usage";"2021-08-03T00:22:00+00:00";11.665106538125126
"ipl-web018.rd5.prod: usage";"2021-08-03T00:23:00+00:00";11.671210463782229
"ipl-web018.rd5.prod: usage";"2021-08-03T00:24:00+00:00";11.604626605419082
"ipl-web018.rd5.prod: usage";"2021-08-03T00:25:00+00:00";11.65521501716486
"ipl-web018.rd5.prod: usage";"2021-08-03T00:26:00+00:00";11.648369379425915
