"Series";"Time";"Value"
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:00:00+00:00";21.842372542751633
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:01:00+00:00";21.83365435789474
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:02:00+00:00";21.839855577249015
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:03:00+00:00";21.81473455923739
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:04:00+00:00";21.80925681547445
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:05:00+00:00";21.79272023052972
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:06:00+00:00";21.808806923089925
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:07:00+00:00";21.791431349644323
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:08:00+00:00";21.837697309728654
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:09:00+00:00";21.831143472018944
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:10:00+00:00";21.82928310621266
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:11:00+00:00";21.854142700271115
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:12:00+00:00";21.82541646355647
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:13:00+00:00";21.826383124220516
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:14:00+00:00";21.793060689631524
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:15:00+00:00";21.791230721959334
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:16:00+00:00";21.804222884469215
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:17:00+00:00";21.81001676882669
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:18:00+00:00";21.803000879478816
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:19:00+00:00";21.80528681916235
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:20:00+00:00";21.823647292152454
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:21:00+00:00";21.823823601330172
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:22:00+00:00";21.858957764710905
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:23:00+00:00";21.81809051324088
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:24:00+00:00";21.78954666533077
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:25:00+00:00";21.782950270233332
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:26:00+00:00";21.791723171731583
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:27:00+00:00";21.793370750599237
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:28:00+00:00";21.795808680953222
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:29:00+00:00";21.792908698961078
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:30:00+00:00";21.826273690937793
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:31:00+00:00";21.792422328815643
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:32:00+00:00";21.793589617164685
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:33:00+00:00";21.80328054231244
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:34:00+00:00";21.779685510632113
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:35:00+00:00";21.80578534856142
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:36:00+00:00";27.957309833224894
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:37:00+00:00";30.33860238377304
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:38:00+00:00";34.81108593199889
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:39:00+00:00";35.23370511061942
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:40:00+00:00";37.43049314649748
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:41:00+00:00";43.39227855780065
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:42:00+00:00";48.31981001409379
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:43:00+00:00";49.22383228303727
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:44:00+00:00";49.0410969397712
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:45:00+00:00";49.32890039370447
"ipl-jenkins.rd5.prod: usage";"2021-04-16T00:46:00+00:00";49.08970963580725
